Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Chalky,Wheat,604.931806097607,17.477996441104107,True,True,Sunny,112,6.61719182942306
East,Silt,Barley,360.9638123713235,24.841671502176,True,False,Sunny,99,4.681977544648954
East,Peaty,Barley,455.4513800121409,32.00634451539338,True,False,Sunny,121,4.883516396804998
North,Chalky,Rice,248.2225877231054,26.359232182563407,False,False,Rainy,72,1.6540254109020185
South,Silt,Cotton,481.1685959368398,17.144827741491312,False,False,Sunny,117,2.981164965532874
South,Chalky,Soybean,964.6087151639166,25.992480801864424,False,True,Rainy,105,6.410150536153806
West,Silt,Wheat,192.0376633673271,16.760399813650363,True,False,Cloudy,119,2.911309751174866
West,Peaty,Soybean,858.2304820908428,15.29960757750066,False,False,Rainy,70,4.906002227086495
South,Clay,Barley,209.02148414324589,37.93100177865095,True,True,Cloudy,119,3.140345162207328
South,Clay,Barley,661.2294151503852,24.87379009030609,True,True,Cloudy,96,6.24827272199357
North,Loam,Maize,500.7696585743132,23.10546788889542,False,False,Sunny,82,2.5786019860397658
East,Peaty,Rice,219.59294839538592,38.5022684193706,False,False,Rainy,77,1.3770310064845426
East,Peaty,Wheat,676.4070143138632,15.34593732253154,False,True,Cloudy,68,5.660090484203872
West,Sandy,Maize,486.1691150465269,23.353390469102955,False,True,Cloudy,137,3.9347588948174894
South,Chalky,Wheat,406.7562496424208,22.67780150542403,True,False,Rainy,72,3.465751845740017
North,Sandy,Wheat,697.6550613671006,27.11215453336376,False,False,Rainy,145,3.396121449889499
West,Sandy,Barley,543.5263528099701,24.378226541786013,True,True,Rainy,83,6.225019315097622
North,Peaty,Rice,403.7227260036802,33.166415194909206,True,False,Sunny,122,4.12799589833281
South,Silt,Barley,959.7290550650116,16.288437574891518,True,True,Cloudy,101,6.924070938898463
South,Loam,Wheat,437.36503520697966,19.690395206630125,True,True,Cloudy,120,5.231854844450982
South,Sandy,Rice,641.9221375577014,22.028637521428497,False,True,Rainy,78,4.487633393876938
East,Chalky,Wheat,693.3510056269117,25.833730077818625,True,False,Cloudy,85,5.4430588905164745
South,Silt,Barley,301.70957989020764,32.04349920134514,True,True,Rainy,126,4.977888570103163
West,Silt,Maize,989.813397431306,36.88311288557807,True,False,Sunny,130,6.4976319290323525
East,Loam,Rice,210.79090974486263,18.474929108531985,False,False,Rainy,81,0.9644968388456492
North,Loam,Rice,194.66003916168592,27.173442801896638,False,False,Sunny,134,1.4612951946011503
West,Peaty,Wheat,819.2800637599707,20.150138564741752,False,False,Sunny,145,4.382379600768321
West,Peaty,Barley,530.5115951414798,15.573162709579297,True,True,Sunny,101,5.858981589333837
North,Chalky,Barley,114.77335405093562,15.252280488722649,True,False,Cloudy,115,2.618418661525106
East,Chalky,Cotton,248.19639060107676,31.59078387445918,True,True,Rainy,91,4.450241001217444
West,Peaty,Cotton,227.1159315228527,20.117092212451887,True,False,Cloudy,129,1.9656512588442268
West,Clay,Soybean,522.932640157225,24.973067623091577,True,False,Sunny,92,5.002817062715666
West,Silt,Cotton,565.2792496650545,39.7455666268826,False,True,Rainy,104,4.476574903877749
East,Chalky,Barley,162.9571034436973,35.08525708646648,False,True,Rainy,102,2.3665215525990906
East,Silt,Rice,893.0295652283643,28.291381557706927,False,True,Cloudy,102,5.771682510793666
East,Clay,Soybean,571.2564553561169,32.804108346884135,True,True,Rainy,64,5.874917251601522
West,Peaty,Wheat,336.2728813872405,17.659696251435026,True,True,Sunny,64,5.653515120444487
South,Loam,Cotton,769.363225851051,35.065343622053675,True,False,Sunny,65,6.292183617956118
North,Loam,Maize,574.4810212945326,37.47117985235803,False,False,Rainy,103,4.47466438134745
South,Loam,Cotton,914.3037957326036,16.134786267852732,False,True,Sunny,101,5.428737734605947
East,Clay,Soybean,378.3811134595583,15.635428466404443,True,True,Sunny,145,4.126946108435773
West,Peaty,Soybean,318.08076813748715,27.847557216497627,False,False,Cloudy,78,2.216846805031241
West,Loam,Wheat,656.3449742294929,15.845269857317998,True,True,Cloudy,137,5.9138000035375615
South,Loam,Barley,129.58843820527645,18.36415744809741,True,False,Sunny,138,3.0659050770762457
South,Sandy,Cotton,377.27259066550704,29.78756351525389,True,False,Rainy,124,3.710530611911511
North,Clay,Soybean,773.1694012211243,39.9114005635791,False,False,Rainy,109,4.301193366151003
West,Loam,Rice,483.1975987475692,37.42850047114861,False,True,Cloudy,62,4.551710608185688
South,Silt,Barley,414.5464215297694,26.23991325388621,False,True,Cloudy,85,4.088273061259885
North,Loam,Wheat,508.4674517033575,19.29036234909517,True,False,Sunny,135,4.539631066070808
East,Chalky,Soybean,849.102827598569,30.990482150821272,False,False,Rainy,65,5.179824307127163
South,Peaty,Wheat,880.7353854621522,26.497460860614147,False,True,Cloudy,127,5.409927623531388
East,Peaty,Soybean,499.6981650424213,27.406813888728344,False,True,Sunny,94,4.593649005685005
North,Clay,Soybean,487.6332180481536,22.77214524967296,True,True,Rainy,111,4.887175251201778
East,Chalky,Rice,731.5972377562041,39.97017500872612,False,True,Cloudy,92,5.340329210707283
West,Peaty,Wheat,630.0422979867304,30.154549702036263,False,False,Cloudy,68,4.011075845904236
West,Loam,Barley,848.4621083688801,32.35787281174231,True,True,Rainy,127,8.130641184890685
East,Sandy,Cotton,684.1878451354361,19.48805744844772,False,True,Rainy,108,5.204241774198227
West,Peaty,Maize,423.75838674950495,17.057787751736882,True,False,Sunny,111,3.6796531311512126
North,Silt,Rice,155.2423928051443,33.02373089642366,False,False,Cloudy,80,1.1534665013181522
West,Sandy,Wheat,488.2705303294151,24.17939292137145,False,True,Cloudy,119,3.8067296773334025
East,Loam,Rice,565.8492449563769,30.27369410783949,False,False,Sunny,85,3.312356657722039
East,Loam,Maize,244.0030648497731,24.360542507640517,True,True,Cloudy,78,4.915508874764452
East,Loam,Cotton,645.2592270438128,28.746215955002327,True,False,Sunny,84,4.977581124924519
South,Silt,Wheat,530.4431170816691,18.56302216367074,True,True,Sunny,72,5.673419448002567
East,Peaty,Maize,121.9762642026838,30.988571112821063,False,True,Sunny,71,2.4467990351282167
North,Loam,Maize,621.7257622068921,36.20241300007648,True,True,Cloudy,132,7.067807004158976
West,Loam,Maize,966.013861462972,30.05385797634982,True,False,Cloudy,111,7.580681693272711
West,Sandy,Barley,476.3966596629528,21.14170632830353,True,True,Sunny,86,5.606568731920369
South,Sandy,Cotton,504.8082611505752,36.40571405279307,False,True,Sunny,128,5.857821955134115
South,Loam,Maize,851.9240416108483,35.14965244313626,True,False,Sunny,71,7.160285035240346
North,Chalky,Maize,214.7950395691585,26.84407004223826,True,True,Rainy,148,4.233849499340859
East,Loam,Cotton,242.56000957642956,17.002639660728903,True,True,Cloudy,73,3.6899145233589503
South,Sandy,Wheat,932.1538673432088,18.48591128526709,True,False,Cloudy,114,5.790843951950666
West,Loam,Maize,526.8832082224433,18.153203293321333,True,False,Rainy,75,5.441491498462684
South,Sandy,Soybean,272.7281677348468,19.392812851928596,False,True,Sunny,100,3.581324998015026
South,Silt,Barley,564.2585097507874,15.28192239525021,False,True,Rainy,80,4.40842849428965
East,Loam,Wheat,438.2413507395629,17.086464684032517,True,False,Rainy,127,4.257970242102333
South,Sandy,Soybean,825.1738481171348,29.936899290787245,True,False,Rainy,66,5.824273279674731
North,Sandy,Wheat,227.12204770307935,15.501892981909297,False,True,Cloudy,147,3.1225142858556114
West,Clay,Rice,872.6793346134646,36.60491642059627,True,False,Cloudy,98,6.959399188013591
East,Clay,Cotton,604.1156173727275,23.671233509377817,True,True,Rainy,97,5.887912532547675
West,Sandy,Barley,403.8751414841925,30.09646200067422,False,False,Cloudy,98,2.47197357167081
North,Peaty,Wheat,506.4708005720163,25.24436611445799,True,True,Sunny,136,6.325668881253662
North,Silt,Maize,568.8583930296331,36.18682484509979,False,False,Rainy,97,3.139982483316553
South,Silt,Rice,996.07457113888,34.574117462059974,False,False,Sunny,132,6.049234569860685
South,Sandy,Maize,404.155374395294,27.13554958890677,False,True,Cloudy,120,3.459212176641183
South,Peaty,Cotton,602.5272161063328,18.92349806894145,False,False,Cloudy,109,3.434346416008568
West,Chalky,Cotton,314.3688290821291,23.331356103531395,True,False,Sunny,102,4.083645469965054
North,Clay,Rice,345.4469327449124,25.709718751033957,True,False,Sunny,146,3.7917774865389697
East,Clay,Cotton,907.7535670097636,26.19013468040354,False,False,Rainy,63,4.798483138387362
South,Loam,Maize,829.045901838584,16.237617163940342,False,False,Cloudy,91,4.78181315090692
West,Silt,Wheat,683.6492237748495,16.75913045522186,False,False,Cloudy,72,4.075293908529954
South,Sandy,Cotton,191.6941583109907,38.00669179411854,False,False,Cloudy,87,0.977287100074397
North,Clay,Rice,752.0422898320867,39.54862564082928,False,True,Sunny,105,5.772749228372918
East,Silt,Cotton,316.3168854103065,15.564189761743252,True,True,Cloudy,68,4.277630061767756
North,Peaty,Barley,239.7003643436832,29.864461813962155,False,True,Rainy,143,3.389299380485965
West,Clay,Wheat,848.3189546361332,38.15850756544711,False,False,Sunny,74,4.2808841488090215
South,Silt,Soybean,703.6532828053307,24.470914597981253,False,True,Cloudy,62,5.226314978289388
North,Peaty,Wheat,157.3318883201923,19.514072788256456,True,True,Rainy,105,3.896911435488516
West,Loam,Barley,263.7595514178322,25.601806254779323,True,True,Cloudy,67,4.799731535375363
South,Chalky,Maize,288.05017208809045,19.27533012176972,False,False,Sunny,145,2.884620016253419
East,Silt,Cotton,451.2340053877363,26.103859639448626,True,False,Rainy,122,4.293408442211305
North,Clay,Maize,781.6153830373364,17.455928541985422,False,True,Rainy,67,6.114698663256304
South,Chalky,Rice,557.7250518715346,34.16797009195889,False,True,Cloudy,94,4.002784252294621
South,Loam,Wheat,319.74513502682714,25.19320486148976,True,True,Rainy,96,5.369530606346675
South,Sandy,Wheat,109.79902827303486,35.831642658076234,True,True,Rainy,103,3.361720371853178
South,Chalky,Wheat,445.2739392295632,23.65923262133876,True,False,Sunny,145,5.139312007494252
North,Sandy,Rice,682.3074859421457,18.08126046359503,True,False,Sunny,140,5.024610278302543
South,Loam,Cotton,519.8015725143555,19.951880523106432,True,True,Rainy,60,6.177546436909677
West,Silt,Maize,669.9683371584518,32.15528342110519,True,True,Rainy,102,6.393677075724755
North,Peaty,Cotton,525.6211870109896,32.17021802172773,False,False,Rainy,129,3.974210230359308
South,Clay,Rice,592.7204879470535,34.86202098676496,False,False,Cloudy,116,3.777587657876512
North,Chalky,Maize,307.2597245893879,33.84333346002202,True,False,Sunny,116,3.346326719321123
West,Loam,Maize,585.6388517225072,39.28685145465264,False,False,Cloudy,68,3.495612738337784
West,Peaty,Maize,908.4184258770874,16.93047974872362,False,False,Rainy,96,5.551744171416203
North,Loam,Wheat,666.6325085808681,26.65446947332776,True,False,Cloudy,60,5.361100718599213
South,Peaty,Rice,385.3273290335361,22.05602879481521,False,False,Cloudy,135,2.410691666942539
South,Chalky,Wheat,608.2487996868115,30.4866366145862,False,False,Cloudy,74,4.140922465278071
West,Silt,Barley,864.5811685036092,17.508030988907382,True,False,Sunny,81,6.40129623899802
South,Sandy,Barley,500.134016932176,30.76023650670489,True,True,Cloudy,112,5.69232572599698
West,Silt,Wheat,654.3506765177617,23.97183436011059,False,False,Rainy,125,4.175733085455428
South,Peaty,Cotton,709.1712333560466,38.88575550131548,False,True,Rainy,116,5.300478460093346
West,Chalky,Wheat,900.687930129541,27.261489149275967,False,True,Sunny,137,6.798436425302488
East,Silt,Maize,985.1579239313384,22.381281735532458,True,True,Rainy,64,9.136934793530331
South,Sandy,Cotton,175.62075081413218,39.17848960773664,False,True,Rainy,83,3.6257540254792913
South,Clay,Maize,157.5586007481395,23.926427874580323,False,False,Cloudy,128,1.393689154590815
South,Loam,Wheat,274.7397328734522,32.72510515766058,False,False,Rainy,120,2.135524977434476
North,Peaty,Barley,442.3958111415253,20.288159729194888,False,False,Cloudy,126,2.551361338619528
South,Sandy,Maize,809.2927565007997,26.735735118942777,False,True,Cloudy,64,5.939574647630986
North,Peaty,Barley,240.74101522936263,21.93011426016324,True,True,Cloudy,135,4.712801368877378
North,Chalky,Maize,209.30884273061656,33.59637332666625,True,True,Rainy,121,3.6692884238964063
West,Chalky,Soybean,445.8373234063405,26.04487375428993,False,True,Cloudy,125,3.261852078290844
North,Peaty,Maize,938.6679380401264,31.53507148810452,False,True,Rainy,119,5.933276122710486
North,Silt,Cotton,990.6953267912792,29.647340884313586,True,False,Sunny,128,7.6078212898130415
East,Loam,Barley,718.0375226408073,17.31017887017832,False,False,Cloudy,72,4.585017479607304
South,Chalky,Rice,344.3789390532963,22.31275469068184,True,True,Rainy,100,4.352986887806458
North,Chalky,Rice,518.9257360750537,29.67951271296335,False,False,Cloudy,73,2.1301047993530906
South,Chalky,Maize,216.1277582096876,15.837412327062683,False,True,Sunny,136,2.714910412688946
North,Sandy,Barley,642.020947791724,27.00070828306308,True,True,Sunny,63,6.275483005655257
West,Clay,Rice,324.2780107638115,22.41893198221379,False,True,Cloudy,85,3.7996882498577818
East,Sandy,Maize,796.6866983793632,18.02703787517903,True,True,Rainy,75,6.470341411285823
North,Chalky,Soybean,179.13562350760338,16.034110123808226,False,False,Cloudy,103,0.979527645097014
South,Silt,Cotton,601.2182063777027,35.7090329818408,True,False,Cloudy,103,4.801042979619399
West,Peaty,Wheat,842.091408498745,18.394854333016696,True,True,Cloudy,122,6.745946020520607
South,Clay,Rice,707.7666119769164,21.09677220467732,True,False,Cloudy,149,5.731677783380685
West,Silt,Rice,878.8217947951011,28.51719879057483,False,True,Sunny,87,5.600868219139907
East,Silt,Cotton,665.5288694572895,33.25851886069714,True,True,Sunny,140,6.659393924146615
West,Chalky,Rice,100.19756327749994,30.56460538598583,False,True,Sunny,68,2.05980012177291
South,Loam,Maize,245.0021466652848,35.42804538801288,True,False,Sunny,75,3.363292291713325
South,Peaty,Cotton,143.29000899660238,25.42846946850896,True,False,Sunny,115,2.114807964057673
North,Loam,Rice,273.9685642730108,31.277032624119663,True,True,Rainy,89,5.05789728375685
West,Chalky,Cotton,648.4842499076772,35.93205654312841,True,True,Sunny,147,6.34805096996403
South,Peaty,Maize,161.01110651212983,21.13795650648817,True,True,Sunny,105,3.777026851083342
North,Loam,Maize,581.2655836482356,25.93404059906892,False,False,Cloudy,130,2.9242694358675663
East,Sandy,Maize,294.73384828935025,27.280153415951062,True,True,Sunny,121,5.05976089153881
South,Loam,Rice,954.2835154527596,24.698538680452263,True,True,Sunny,84,8.029286132177807
North,Chalky,Barley,599.0950872336798,31.02567064140445,False,True,Sunny,83,4.570294044589011
South,Clay,Rice,354.7752776231345,36.85618928999904,False,True,Sunny,102,3.9851241933374655
West,Loam,Rice,843.2969517247119,36.394158120578496,True,True,Rainy,137,7.581267452516582
North,Sandy,Soybean,815.1089011028253,32.65000904700054,False,True,Cloudy,136,6.375767080744691
West,Sandy,Soybean,660.8017939256016,15.795395105551137,False,False,Cloudy,81,4.22233679292063
East,Chalky,Barley,921.6397547205692,21.8211977679504,False,True,Cloudy,133,4.739119999272011
West,Sandy,Barley,648.5182009711406,27.060419906271942,True,True,Rainy,72,6.219706604325999
North,Chalky,Barley,535.9030391485394,19.930000015252908,True,False,Cloudy,106,4.933081478985413
South,Loam,Wheat,376.6683257547184,30.563814299152583,False,True,Cloudy,89,3.198795461893837
North,Peaty,Maize,999.6394443475208,22.964172937081184,True,False,Sunny,143,6.847600544627822
West,Loam,Barley,286.20425313582683,27.289662851692604,True,False,Rainy,93,2.909158799650462
West,Chalky,Soybean,115.04920805889388,32.276241457975225,True,True,Cloudy,121,2.9191780904279523
South,Peaty,Cotton,864.8453653125152,16.43453303104521,True,False,Cloudy,99,6.880112889630599
East,Chalky,Soybean,559.2849747775813,38.35571886401795,False,True,Sunny,128,4.648285438037297
North,Silt,Maize,427.56601020603966,31.704162447662814,True,False,Cloudy,88,3.9465751810188943
South,Sandy,Cotton,242.94788250272316,28.846019413354743,False,False,Sunny,145,1.5677333003728386
South,Silt,Barley,570.1151611859117,33.69727190289482,True,False,Cloudy,99,4.443392432419475
South,Silt,Rice,962.5717933039836,27.353037018341368,True,True,Rainy,113,7.099234410854247
North,Peaty,Soybean,846.0541464221425,21.138900919847003,False,False,Rainy,77,3.6213425818328218
North,Chalky,Maize,411.8440396759841,24.363312880735364,True,False,Cloudy,139,4.208900515590064
North,Silt,Barley,135.7539934971238,33.40731476780972,True,False,Cloudy,101,2.4368372143693304
East,Silt,Cotton,940.8663592964568,28.41574354078332,True,True,Cloudy,104,7.357152083076134
South,Loam,Soybean,958.8523005451168,36.70472795479077,True,True,Sunny,60,7.927390421184552
West,Peaty,Wheat,387.0908805068351,37.697682409811286,False,False,Rainy,144,2.4019744739145623
West,Chalky,Cotton,545.9161940809023,30.155713350241587,True,False,Sunny,68,4.903319383145779
South,Sandy,Soybean,812.0378791920488,22.37903247844514,False,False,Cloudy,88,4.784501187521284
West,Chalky,Barley,920.3381848827836,26.103174041188453,True,False,Sunny,127,6.762458244914686
East,Loam,Barley,834.3687696068242,27.513593487322403,False,False,Rainy,75,4.780188624882403
East,Sandy,Wheat,123.06437598115592,22.939009219267916,True,True,Cloudy,66,4.543903503209194
North,Clay,Wheat,212.29941436081333,21.57365739736826,True,False,Rainy,148,2.56352414162026
North,Silt,Rice,138.0440348233926,33.799421530710774,True,False,Cloudy,80,2.408443026692812
North,Loam,Soybean,436.73419834242975,31.891148337188326,False,False,Sunny,69,3.2428926124111004
North,Sandy,Wheat,443.1750388002495,27.07743739199929,False,False,Sunny,137,1.9923338744610637
North,Peaty,Soybean,207.5566500375689,37.39255376928554,False,False,Sunny,88,1.7064028978717136
West,Loam,Cotton,929.3425556970204,19.937926619641782,True,False,Cloudy,87,6.76322464020612
West,Peaty,Barley,366.7639002525268,27.913172507893456,True,False,Rainy,130,3.8711368521123792
North,Clay,Soybean,720.0984741287757,36.79745083890146,True,True,Cloudy,62,6.279592785703515
East,Peaty,Barley,829.0639139906109,24.10237565666756,True,True,Sunny,64,8.0796147581371
West,Clay,Maize,674.314145138092,20.34360997142398,True,False,Cloudy,143,5.821316582566356
East,Silt,Rice,938.2425560776036,24.79522851471152,False,True,Rainy,127,6.653745024351955
East,Chalky,Rice,418.6770658059643,29.073661487593327,True,False,Sunny,142,4.48002807154775
South,Chalky,Rice,483.6914919190663,39.23262631227547,True,False,Cloudy,146,4.894318437850439
South,Clay,Barley,238.57812847636956,34.19474749470048,True,False,Sunny,126,3.767079727889432
North,Peaty,Maize,714.9012014009877,22.684638813491556,True,False,Rainy,108,5.69963506517348
East,Peaty,Maize,695.2472043313531,37.297631867553854,True,True,Sunny,146,7.293992443432605
West,Chalky,Maize,307.3308685722483,33.412117416248904,True,True,Cloudy,67,5.288322587612744
South,Silt,Cotton,288.8831409201946,27.949850204823324,False,False,Cloudy,98,1.5386829409319551
South,Peaty,Wheat,125.7865956153453,30.989898881382924,False,True,Rainy,86,2.173618594125918
East,Clay,Maize,716.8088529246835,32.6049764164064,False,False,Rainy,139,3.611643319497185
South,Loam,Rice,287.69066389154614,30.81733279641151,True,False,Rainy,120,3.4993218442875627
South,Clay,Wheat,535.0988836866245,27.68325593384593,False,True,Sunny,107,4.269071140617945
West,Sandy,Rice,921.5193470640132,26.486886549321124,True,True,Rainy,115,8.316011119600011
East,Clay,Barley,744.8220769596911,15.380486675958064,True,False,Sunny,134,5.671952929885651
South,Silt,Maize,221.0619131772084,18.49868234043299,True,True,Cloudy,70,4.56610149103229
East,Loam,Soybean,252.3341695146483,39.41750297821872,True,True,Rainy,79,4.19160272893166
South,Peaty,Soybean,904.0884208447524,26.4861398096264,False,True,Cloudy,66,6.191577942557871
West,Silt,Rice,935.8823620583222,15.71408498186255,True,True,Cloudy,103,7.958711168292676
East,Clay,Cotton,659.2299216877552,32.10335206187612,False,True,Sunny,80,6.124272520790009
South,Silt,Rice,280.0145208613982,34.71420370096886,True,True,Rainy,129,5.095344048774063
West,Loam,Cotton,313.0509925678776,15.55455739375399,False,True,Sunny,68,3.0651814886338595
South,Sandy,Wheat,374.9070267297657,16.80627533464622,True,False,Sunny,128,3.3445250061968164
East,Clay,Cotton,824.5911128519809,31.42851899790786,False,False,Sunny,75,4.443965024968747
South,Chalky,Maize,149.91034397471813,38.17620465002736,False,True,Cloudy,131,3.079790956583145
East,Chalky,Rice,782.090443019172,18.30216870409649,True,False,Rainy,136,6.2127759693588
East,Sandy,Soybean,677.4440549010776,29.49889716647917,True,False,Sunny,106,5.989971485029649
South,Peaty,Maize,720.8852619550694,34.66600898967215,True,False,Sunny,69,5.647052505536937
West,Chalky,Wheat,445.8796311234312,32.634917614740374,True,True,Sunny,97,5.8426332442930216
North,Sandy,Wheat,156.38484342207087,35.69606480191446,False,False,Sunny,114,1.671852687450206
West,Loam,Wheat,458.6816569663055,21.31064313242049,True,True,Rainy,124,5.420231646204339
West,Chalky,Soybean,115.05530313097194,15.487079510906977,True,True,Rainy,148,4.3974785466014605
South,Loam,Rice,653.7413500584669,29.66639523552245,False,True,Cloudy,82,4.092551148764727
West,Chalky,Maize,457.2673624794481,23.332590615291814,False,True,Cloudy,81,3.883219118032192
West,Loam,Maize,832.2370833364919,32.34893332641514,True,True,Cloudy,121,8.543251446258264
North,Sandy,Cotton,586.1411546560582,27.458774605494035,False,True,Sunny,82,5.706214132695479
West,Loam,Barley,716.6702606792863,17.074948686531414,False,False,Sunny,82,4.285563838873201
North,Sandy,Barley,676.0788644227948,39.72427418608075,False,True,Cloudy,99,4.9531711472442606
South,Loam,Rice,298.2738632203979,39.25954431385732,True,False,Cloudy,68,3.916672661708618
North,Sandy,Barley,508.21641863708345,17.87962955509837,True,False,Sunny,145,4.328303441176567
East,Chalky,Wheat,440.7208583249344,29.167306278539805,True,True,Cloudy,126,5.019555045526338
East,Peaty,Barley,568.0020015026646,31.856537064464224,True,True,Cloudy,65,6.642387972035368
North,Sandy,Rice,829.9506039062134,39.68850483907511,False,True,Cloudy,126,7.09563023849594
East,Clay,Maize,698.593145778019,23.139170079146155,False,False,Cloudy,120,4.81412532375153
South,Clay,Cotton,496.5249500557472,20.69587653025047,True,False,Cloudy,140,4.107637653470244
East,Chalky,Wheat,568.4808889143719,38.49412089620252,False,True,Sunny,123,4.553886240841981
North,Silt,Barley,982.5714113864528,16.634059030023042,True,True,Cloudy,119,7.657125343411238
South,Sandy,Wheat,636.0149767202948,34.282978830646144,False,True,Sunny,60,4.803633885144564
East,Clay,Rice,825.9455433167926,21.559746467280178,False,False,Sunny,76,5.114974922990036
South,Loam,Soybean,968.8551171838049,35.65079444161326,False,False,Cloudy,95,5.455070719991316
North,Chalky,Cotton,684.0646040891677,37.34223230184799,False,True,Sunny,148,5.736504371431061
East,Chalky,Rice,739.3111255620686,36.89175203248796,True,True,Cloudy,95,7.708534593386959
South,Sandy,Rice,411.8490644306536,28.007507493712996,True,False,Sunny,100,3.588124825294223
South,Silt,Soybean,584.0341069155224,35.45762190726866,False,True,Cloudy,129,4.314252146344361
East,Loam,Maize,238.23102894481892,34.41686088964198,False,False,Cloudy,128,1.2838170852361863
South,Peaty,Soybean,802.3240928269221,26.877772766200287,False,True,Rainy,146,5.7415193570444805
South,Clay,Soybean,610.9997301062459,21.85959211425797,True,False,Rainy,66,5.056394597609638
North,Sandy,Rice,713.9745070696994,17.825414165181336,True,False,Sunny,129,4.472090472176854
North,Sandy,Rice,767.9009762776628,26.210829902405997,True,False,Rainy,82,4.898565615178951
North,Chalky,Soybean,868.665396466792,18.54943353747899,True,False,Rainy,64,6.828339290210739
North,Loam,Rice,117.5271145518695,29.99970202187896,False,False,Sunny,129,0.8460360947580426
North,Chalky,Cotton,779.2122002068284,36.027942951139195,False,True,Cloudy,142,6.049904259950257
North,Loam,Barley,412.06835322994056,29.327245253787293,False,False,Sunny,138,2.776280949462768
East,Loam,Barley,320.47320285307103,31.266612481323424,False,False,Sunny,101,1.4714703555503927
North,Silt,Barley,994.88324165711,35.10496912157832,False,True,Rainy,134,6.169829202716228
South,Loam,Wheat,769.9515178083202,35.75290551054206,False,False,Sunny,102,4.933231004187534
East,Clay,Wheat,897.6824105303455,28.221283298562525,False,True,Sunny,77,5.870742041718078
South,Peaty,Cotton,318.0719721128289,22.127885334378533,False,False,Cloudy,86,2.731781635358661
North,Loam,Soybean,650.7532709355299,22.681753354360367,False,True,Rainy,128,4.454110811125873
North,Clay,Cotton,424.11037202268136,31.04847498492932,True,True,Sunny,65,6.022800844365006
South,Sandy,Barley,904.1180398631888,30.292367341819,False,False,Sunny,101,5.063886344538661
South,Sandy,Barley,894.0888055301734,30.27324776777873,True,True,Rainy,144,8.023296136536368
South,Sandy,Wheat,339.1513184293108,22.302049127294456,False,False,Rainy,83,1.899758963496868
West,Silt,Cotton,960.842706335952,27.37455555011111,True,False,Cloudy,79,6.537784465283096
West,Chalky,Rice,336.1797431853523,38.75994011044513,True,False,Sunny,72,3.376720951530121
West,Sandy,Wheat,596.5970491992215,22.73462201117767,False,True,Rainy,91,4.771117367546939
West,Silt,Soybean,578.9849979514854,35.69705359022267,True,True,Rainy,111,7.20646871779878
East,Peaty,Cotton,188.86360940157672,38.453023509141815,False,False,Sunny,63,0.6669489932358186
North,Peaty,Maize,889.7687140197689,37.72232961148389,False,False,Rainy,105,6.120641802028942
South,Chalky,Barley,204.33836019096532,23.75515288523248,False,True,Sunny,145,2.167600252461212
North,Sandy,Soybean,551.954457634809,33.474346600329184,False,False,Sunny,64,3.7293986638532206
South,Sandy,Cotton,626.3112229593788,21.367821525026564,False,False,Sunny,79,3.2942612521302417
North,Chalky,Soybean,529.2729425425171,28.13321226512228,False,True,Rainy,138,4.265782780401946
East,Chalky,Barley,365.7210749412171,29.06357276856454,False,True,Rainy,86,3.2399776064439307
West,Clay,Maize,265.8023069988772,26.790125815658,False,False,Rainy,110,1.8308336151149895
North,Sandy,Soybean,560.1554496148098,29.658988828926876,True,True,Sunny,140,6.334920559701977
South,Loam,Soybean,687.014156291023,34.27656454586641,False,False,Rainy,126,3.7450371934540776
North,Clay,Maize,894.0343340320607,36.968468518861535,True,False,Cloudy,101,8.343565469864028
East,Sandy,Barley,380.3216468792344,30.59130734724336,False,False,Cloudy,104,1.3198992104056095
East,Sandy,Barley,389.46348200272575,15.042929247265317,True,True,Rainy,106,5.789700138123727
North,Chalky,Cotton,609.4566959153793,20.164675424416465,False,True,Cloudy,122,4.820253104240703
West,Clay,Wheat,561.284418499865,20.235859707425263,False,True,Cloudy,95,4.11330110904648
South,Chalky,Maize,825.8249724023138,32.19658676398747,False,True,Sunny,82,5.931862312823784
East,Peaty,Maize,615.835194066667,23.178144954001443,True,False,Sunny,115,5.033916455838884
East,Peaty,Wheat,734.6349963557221,24.659121850918872,True,False,Cloudy,100,5.560308627167519
North,Silt,Soybean,997.0723335410804,29.012526334633996,False,False,Rainy,111,5.864253647160617
East,Sandy,Rice,272.3479582808727,20.04340111341656,True,False,Rainy,98,3.144130127733887
East,Sandy,Barley,398.8480705081567,24.756698465578967,False,False,Rainy,142,2.3110994961750198
South,Peaty,Cotton,191.23263917677167,32.00517415360372,True,True,Cloudy,125,4.761725421630427
West,Sandy,Barley,997.9956753949456,27.805610034180063,False,False,Cloudy,67,5.291052742431416
South,Clay,Soybean,263.8293918682966,27.452813219264712,True,True,Cloudy,60,5.52524660711898
West,Loam,Soybean,814.8891759766191,21.97046282135477,False,False,Sunny,61,3.909113534123165
South,Sandy,Maize,431.09474206887126,39.50303428674835,False,False,Cloudy,74,3.873092821162984
North,Peaty,Barley,205.5391317168421,29.911084170854668,False,False,Cloudy,97,1.2985524599133789
East,Silt,Rice,470.81043858204,28.2701064104192,False,False,Cloudy,120,2.8680036666846704
